essay0,income
"i'm from the south but don't have an accent. after college i
spent 5 years in nyc then moved to oregon for about 2 years. i
just finished a 5 month training program in ireland for work.<br />
<br />
i am easily fascinated by looking out of windows that have great
views and can do so for hours without getting bored especially if
there are interesting things to look at or people down on the
street to watch. it's hard to pry me away from watching a big
thunderstorm approaching.<br />
<br />
i have an internet job so naturally the internet is also one of my
homes but i also enjoy getting away from it to enjoy more
exciting life threatening things and actual social interaction.
sunshine and salt air feel awesome!",1000000
"i'm gay and i love money!<br />
<br />
(j/k)",1000000
"i'm geminiacally versatile with eclectic and brainy interests &amp;
pursuits... within my northeasterner hard-candy coating is a sweet
&amp; nutty core... i'm a hopeful romantic... i'm funny as f@#!...
i wear my heart on my sleeve &amp; i don't suffer fools... i'm a
mathlete logophiliac &amp; music nerd... for those who care:
cancer moon w/leo asc &amp; ennegram '4' w/'5' sub ... i'm 1/2
bonobo 1/2 boddhisattva- a 'bonoboddhisattva' if you will...",1000000
"i'm half ukrainian half san franciscan. i have been living in the
city since 1996 but still got a little accent that i can't get rid
of. even though growing up in ukraine was an amazing experience
living in the city is the most exciting thing ever happened to me
so far. some of the most enjoyable evenings i spent at cobb's
comedy club crying from laughing listening jazz while having a
glass of red wine at yoshi's club or ice skating on union square
during holidays. i also love to attend gallery openings and variety
museums in the city. love abstract art because it's open to
interpretation and analysis. i definitely would love to explore new
adventures and activities(surfing in the rain roller blading
golf tennis cooking....you name it) with interesting people. i
find people even more interesting if they have completely different
hobbies or enjoyable activities. we don't have to like exactly the
same thing. as long we can resolve the differences it's all
good.<br />
<br />
it would be great to meet an educated and emotionally stable man
who enjoy intellectual stimulation. and potentially looking for a
relationship. i have to be mentally and physically attracted to you
in order to keep going. i'm looking for a real deal and rather have
all(the best) or nothing. if we are not that into each other i'll
be more than happy to be friends.<br />
<br />
p.s. ideally we have the same morals and values along with
physical attraction.",1000000
"i'm happy healthy and sane (or is that a bad sign that i'm
actually calling out my sanity right off the bat?). i love to
travel have a well-worn pair of hiking boots. i love to read dj
dance meditate and throw dinner parties. kids and animals like
me....",1000000
"i'm here because this didn't work for me:<br />
http://youtu.be/0bomkgxedke",1000000
"i'm in the public domain so not every story about me is authorized
by the author.<br />
<br />
people put me in all sorts of genres from literary fiction to
romance to bible stories but david foster wallace probably writes
me best.<br />
<br />
reports of my demise may or may not have been greatly
exaggerated.<br />
<br />
i have a great track-record at corrupting people. give me a try
and please reciprocate.<br />
<br />
that is not dead which can eternal lie and in strange eons even
death may die.<br />
<br />
if you actually want something... anything... i'm here to deliver.
there are seven billion people in the world and i can only care
about so many of them but if i do care about someone it's freakin
obvious their life will be totally different as a result and if
they actually want something they will almost certainly get it.",1000000
"i'm intelligent passionate and fun...but i don't like to see
people's butt-cracks...!! (i'm glad to be back on here after a few
busy months doing other things; the hiatus was much needed).<br />
<br />
warning!! somewhat add profile that is kinda long with ample free
association interspersed with actual coherent and intelligent (see
above) prose.<br />
<br />
update!! (june '13) i am no longer responding to one-liner
messages. if you've sent me one of those and haven't gotten a
response that's probably why. so send me another message. cm' on
one-liners are kinda lame.<br />
<br />
i like:<br />
being tall open minded and free spirited people bubble wrap
foreign films (e.g. ""la vie en rose"" amelie sex and lucia
and water for chocolate) warm tropical weather cold weather
with a wood burning fireplace cuddling in a thunderstorm beaches
lakes rivers mangoes and dark juicy cherries the smell of
freshly cut grass red hibiscus flowers because they remind me of
home laughing to tears at random stuff and times when i can say
""wow i've never thought of that"".<br />
<br />
i don't like:<br />
burnt toast shoddy restaurant service narrow-minded ignorance
bland tasteless food and superficiality.<br />
<br />
i hate:<br />
cigarette smoke and mean unhappy cynical people; both can lead to
cancer.<br />
<br />
truth be told i do not yet live in san francisco. but that might
be a good thing. we can get to know each other without all the
pressure. i'll be coming to san francisco next month on the first
leg of my 12-month dream trip adventure around the world. ask me if
you want to know where i'm going.<br />
<br />
in my life right now i have decided to do a lot of the things i
have always wanted. 2012 is a banner bucket list year for me. i
have a great job that i love and i can travel wherever i want
because i work on the internet. ok get your mind out of the gutter;
i don't actually make a living from my webcam strip showyet. i'm a
biomedical editor. basically i get to channel my inner nerd all
day and i can do it from anywhere on the planetwith a reliable
internet connection...and a little electricity.<br />
<br />
i am extremely curious and i love asking people questions they've
never been asked before.<br />
<br />
i love salvador dali's work and photographs by peter lik.<br />
<br />
i am addicted to wikipedia and words with friends<br />
<br />
i randomly do spontaneous things but i'm extremely goal oriented
focused and disciplined.<br />
<br />
i usually don't like ice in my beverages.<br />
<br />
i am capable of high levels of goofiness at times.<br />
<br />
i use ""...."" way too much. in fact now that i've gotten that off
my chest maybe i should start throwing them in now.<br />
<br />
i like spicy food...and super-scrabble...not necessarily together.
i think intelligence is very sexy. i love movies. i'm just a little
eccentric (yeah just the right amount to keep people on their
toes).<br />
<br />
i'm great with my hands i believe there is good in everyone and i
think adversity is a great teacher.<br />
<br />
if you try to put me in a box.you will probably fail. that's
actually true literally; i am very tall.<br />
<br />
i'm a scorpio so depending on who you are that's a good thing or a
great thing.<br />
<br />
so why san francisco? i spent a half day there christmas 2008 on an
amazing whirlwind 2-week trip from nc to ca and backand i fell in
love and vowed to return someday for a slightly longer stay (to
confirm that it is the most amazing city ever and that i will be
living there permanently...eventually). i have a couple of
acquaintances in the bay area but no one i would seriously want to
hang out with extensively or have as my unofficial tour guide.
hint!! hint!!<br />
<br />
why am i here?.......simply to connect with cool interesting
people that i might not meet otherwise.<br />
<br />
however if you are anything resembling flaky or
superficial....please keep it moving.....i simply don't find that
attractive and rather surround myself with people who have a little
substance.<br />
<br />
___________________________________<br />
thanks for reading and good luck with your search.<br />
<br />
wow!! this was way longer than i planned. i blame the merlot.<br />
<br />
*****<br />
just a few of my observations on okc so far.<br />
1) in general i think contradictions can be intriguing but some
simply are not..for example i enjoy a night out on the town but
i'm also comfortable staying in. who doesnt!!<br />
2) okc should filter out the people who have not been online in 3
months from the searches. it's quite useless for them to appear on
the list. that's search results paddingopen and shut case.<br />
3) most women who say they have a great sense of humor have
absolutely nothing even remotely funny anywhere on their profile.
what gives!!<br />
4) pictures that are so small that they are squeezed up into the
corner of the picture window should never be approved.",1000000
"i'm interested in spontaneity cynicism and chitchat. i like spicy
food difficult books and sun basking. music is good difference
is great questions are great. heavy swilling as often as possible.",1000000
"i'm into filling out personal forms whist slightly drunk. i like
using quirky words like whilst and quirky enough to call it a
hobby. i pour beers for the hard-working people of san francisco
and vacationing tourists of elsewhere. i recently moved here from
denver home to america's most supportable sports teams. i'm
listening to sufjan stevens as i type this. i'm facetious but i'm
not fucking with you.",1000000
"i'm just a guy a fucking awesome guy but just a guy. i wish i had
a bunch of crap to write about how i'm mountain biking through
foreign countries and then spelunking my way to a yoga class and a
save the whales meeting. actually no i don't i'm glad i'm me. i
work hard i have fun when i can i stress on bills i constantly
try to be betteer and improve myself and my situation in life heck
i'm just pretty ""normal"" i'm still bat shit crazy in certain
aspects but luckily i managed to make it 33 years with no skeletons
in my closet emotional or corpse-onal.<br />
<br />
i'm looking for someone who is motivated. i want someone to
challenge me and force me to be better because i'll do the same for
her. i've discovered that negativity apathy dishonesty (cough
cough baggage cough cough) and just general not being a cool
customer are things i won't deal with. i have a rough exterior and
talk a big game about being a tough guy but past that outer layer
of bullshit i'm actually a kind of sensitive guy. i fought it for a
long time but now i'm embracing it i like caring about others it
makes me feel good so i'm just gonna do it and be a wussy!",1000000
im just a small town girl living in a lonely world,1000000
"i'm just a special person but i don't wear a helmet.<br />
<br />
what do you call a black person that fly's a plane?<br />
<br />
a pilot.<br />
<br />
what do you call a white guy that enforces the law?<br />
<br />
a cop<br />
<br />
i apologize for the humor i'm board. sadly my age and height are
correct.",1000000
"im just going through life trying to make the world a little bit
better than what it was before i got here",1000000
"i'm kind of a gigantic homo.<br />
<br />
i currently identify as genderqueer and more specifically as an
agender fag. i feel some deep resonances with queer male
performativities and with the reclamation of femme presentations
that is going on in queer male communities nowadays. and
considering how i was derogated as a fag for most of my life i
feel like i can reclaim that term as central to my queer self. i
also think that ""fag"" can designate something more about gender
presentation and how that has been historically central to queer
experiences. i'm actually deeply saddened by how ""gay"" has come to
mean ""gender normative man or woman interested in members of the
same sex."" the binarism and lack of reflection regarding social
constructions of ""sex"" really frustrate me as well as the gender
normativity bit.<br />
<br />
so yes agender fag. and my preferred pronouns are xe hir
hirs.<br />
<br />
with that out of the way i'm also a kinky polyamorous switchy
witchy anarchist sci fi nerd. i'm happy to discuss any and all of
those identifications with folks. i could also be feasibly tricked
into a monogamish relationship. though i don't see that happening
any time soon. i'm honestly just trying to start a colony of queer
weirdos who all fuck together on weekends.<br />
<br />
i'm also super committed to social justice. i do my best to reflect
on my positions of privilege and to educate myself around that
while holding myself and others accountable for casual acts of
cissexism racism sexism heterosexism binarism fatphobia
able-ism and so forth. as always that is a work in progress and
i'm definitely open to criticism.<br />
<br />
some of my favorite bands/musical groups are mum sigur ros
architecture in helsinki nellie mckay the decembrists
eastmountainsouth regina spektor and britney spears. my favorite
movie is but i'm a cheerleader...though sunset boulevard runs a
close second. my favorite hollywood diva is bette davis.<br />
<br />
i have the most sexual experience with people who identify as
male-spectrum (this obviously includes trans men but it's good to
be clear) but i'm certainly open to genderqueers and other folks
(i.e. women). i'm still not very sure what i'm interested in when
it comes to folks who identify away from male identifications but
i have a lot of curiosity interest and openness when it comes to
that.",1000000
"i'm kinda maybe in finland until the middle of august. but i'll
come back!<br />
<br />
my robot-generated 'personality' tab at the top of the page
reflects my personality remarkably well except it misses the
math/logic part. just click on that tab and you'll know everything
about me you won't have to read the rest of this profile. you
won't even have to go on a date with me.<br />
<br />
if by some tragic turn of events i don't get to live near a natural
hot spring in beautiful mountains i have one consistent dream in
my life. it's unchanged for at least the last five years - i'm
gonna have my own sauna. if that doesn't interest you we have
irreconcilable differences.<br />
<br />
i'll live in or have a little cabin in a scenic (or at least
natural) place which could be any variety - forest forest by a
lake open plains mountains desert farmland - and i'll have a
sauna not attached to my house where i'll steam at night. it'll
be all wood and have a room attached to it like all the finns and
russians have where you can sit and drink beer and play cards or
whatever - nothing electronic except maybe lighting - and a small
porch outside with a bench and a shower head to rinse. inside the
sauna itself it'll be a wood-burning stove with rocks that you
can pour water over. and at night especially in the winter and
especially if there's snow it'll be the warmest coziest place
ever inside but you can go out and drench yourself in freezing
shower water or roll in the snow and then back in and repeat all
night. and i'll sit outside looking at my surrounding scenery
with steam coming off my skin and by the time i take a last shower
and go back home i'll be in a state of total bliss. every
night.<br />
<br />
i've got a wide range of interests and hobbies generally speaking
i like things things are pretty interesting. i'm in school for
russian history but i could have just as easily gotten into math
or astronomy or linguistics or journalism or any other sphere of
human endeavor. i ended up on the russian path unexpectedly but
i'm sticking with it and enjoying it 75% of the time.<br />
<br />
oh i also like girls! girls are possibly my favorite gender. i'd
like to get to know one. as a rule i want that to happen offline
not at a distance of more than 20 miles and not with a lot of
stress. honesty is my policy in girl and non-girl matters. i'm into
girls who know what they want and can show it and i try to do that
myself. i'm also really really into girls who understand
relationships and people. i'm not too into boundaries (within
certain boundaries). i also like girls who send me messages.",1000000
"i'm matt. i live/work in oakland perform stand up comedy in san
francisco. i like to drink i like to smoke weed and i like to
tell jokes in that particular order. that's basically all you need
to know.",1000000
"i'm no good at these self essays. suppose ill just say a few things
about me that i think are key. i'm outgoing caring funny
artistic and a dick all at the same time. ;)",1000000
"i'm not a buddhist but according to buddhism there is no self. if
there is no self then how can there be a self summary?<br />
<br />
buddhists believe ""there is no permanent or static entity that
remains constant behind the changing bodily and non-bodily
components of a living being"".<br />
<br />
that makes me wonder... if someone were a buddhist would they say
""i am a buddhist""? which would indicate the existence of a self. or
would they say something like ""the dynamic entity behind my
changing bodily and non-bodily components is a buddhist at the
present moment""?<br />
<br />
rather than dwell on that maybe i will stick with the word self
for the sake of shorter sentences.<br />
<br />
allow myself to introduce ... my... self...<br />
<br />
my name is ian.<br />
<br />
studying philosophy used to be a bit of a hobby i suppose. i also
like science quite a lot. sometimes it seems like theoretical
physics and eastern philosophy are coming to the same conclusions
about the nature of existence. that'd be the closest thing to a
religion for me. i'm a philosophysicist.<br />
<br />
i'd prefer not to think of myself as ""country"". so i will say that
i'm a little bit hippie and a little bit rock n' roll. i'm trying
to be more hippie and less rock n' roll these days. i'm a bleeding
heart liberal who loves the outdoors and any sort of physical
activity. i like to hike a lot but recently i've been spending
most of my free time trying to learn to surf.<br />
<br />
i like walking just for the sake of it. i like <a class=""ilink""
href=""/interests?i=sake"">sake</a> just for the sake of it. mmm...
sushi... i love trying new foods hearing new music and just
experiencing new things. i wish i could travel more or live in far
away places.<br />
<br />
i'm also a computer geek. i like taking things apart breaking
things fixing things putting things back together and <a class=
""ilink"" href=""/interests?i=electrocuting+myself"">electrocuting
myself</a>.<br />
<br />
that's my summary of my nonexistent self.",1000000
i'm not actually a millionaire. sorry all you gold-diggers. =),1000000
"i'm not gonna get real cretive here because i be a weee tipseeee!!!
alright. so i kick inanimate and helpless objects from time to
time but just to animate them... ya know? i save my friends and
yin-yang i get saved as well. life is you it is ll up to you. i
want to meet the real you dear abstract darling. i will erase this
all tomorrow. but i'll prozbly forget to and it should foster
interest and lust. i love yo u maybe ... love like lust",1000000
"im on a dating website now for me to say it aloud that didnt go
well im on here because im a cheapskate and doubt that if i really
did blow some money on one of these cash-cow dating sites that it
would never bare fruit... i find this whole process redundant and
as i type into this box more info about me i can feel my dignity
whithering away. (it was either that or dadada im dying inside or
something) another thing ill say is the person i dream of can never
be apart of my life the way i desire thats a good thing id rather
have the fantasy then a ruined romantic encounter. i get
transferance very easily and rise into love quickly(hopeless
romantic anyone... anyone) just about every girl ive ever known(and
that means preschool till now) that had charisma or looks (hey im
shallow even at 6 i guess) i would long for. some i still wonder
how they are and hope life isnt kicking their ass.<br />
oh p.s. if you really think the photo is of me then wipe the shit
out yer eyes(did i mention im blunt and crass) and just take the
joke props to whoever knows the second pic... (@.@);;;;;;* oh and
this is a caterpillar",1000000
"i'm on a temporary hiatus from trying to define myself
particularly in concise blurbs. however i'm finding this
reluctance to summarize just might be adversely affecting my
socio-economic success levels.<br />
<br />
if you found the blurb above to be a) wordy b) confusing or c)
wholly devoid of humor and irony then you'll most likely find me
annoying.",1000000
"i'm open to all possibilities that the vast world can bring through
this one particular website. i'm quite the anomaly in more ways
than one and i'm also rather paradoxical on many different levels.
i'm confident secure and comfortable with myself but yet i enjoy
my moments alone so that i can reflect and be introspective. i'm
very outgoing and assertive but yet i do value staying home from
time to time and just getting my mind off things. i would call that
escapism. i'm passionate about my career goals(both short and long
term)and just as passionate about my life in general but yet i love
to relax go out and have a good time with my friends. i guess the
kids call that hanging out. i have a great sense of humour(rather
sarcastic and goofy)but yet i know there is a time and place to be
serious in order to focus on the job at hand. i can be pithy and
succinct but yet i can go on rambling forever once i get started. i
guess it depends on how inspired i feel at the moment.<br />
<br />
i am passionate adventurous and innovative",1000000
"i'm originally from la but i've been in the bay for a long minute
now. i love the bay: the farmers' markets the victorians and the
a-frame houses the neighborhoods the tree lined streets the
haphazard gardens peppered with dinosaur dioramas (i like to call
them ""dinoramas!"") the views around every corner the coast the
small beach towns the burritos (not the same as the ones in la)
the redwoods the food the bakeries (omg crixas is heaven on
earth) the bicycles the creativity and the generosity and
thoughtfulness of the people i have met here.<br />
<br />
also i love food and cooking. i love a good debate but i'm not
into engaging with people who take themselves too seriously. oh and
i like taking long walks on the beach...or through oakland.",1000000
i'm plain and simple.,1000000
"i'm pretty down to earth / pretty far out there...i have a strong
head on my shoulders and i try my best to keep my outlook and
mentality healthy.<br />
<br />
turn ons: sincerity enthusiasm ambition intelligence honesty
curiosity!<br />
<br />
turn offs: wallowing in boredom excessive self-deprecation lack
of ambition homophobes",1000000
i'm real swagged out,1000000
"i'm really bad at multi-tasking so life tends to be about me
doing<br />
one mostly-consuming thing at a time. this may have been one of the
reasons why high-school and i were not bffs (6 things in one
day!?!) i tend to just spend time on whatever thing gets me up in
the morning and don't worry too much about the rest. this one thing
used to be cycling (see photo) but nowadays it's thinking about
and writing computer programs/building web stuff.<br />
<br />
if i self-identify as a nerd it's because i enjoy learning things
(yes sometimes obscure trivial things) and then discussing said
things with people and because i wield the double-edged sword of
focus/add that makes it hard to get certain stuff done
sometimes..... (damn you income taxes... ahem... 2010 income
taxes... ahem...): otherwise i'm relatively non-nerdy and actually
enjoy being social and meeting new people and getting myself into
crazy adventures",1000000
"i'm sensual voluptuous worldly carnal and irreverent. yet when
it comes to matters of the senses i'm religious.<br />
<br />
i am tricky.",1000000
"im starting all over again!! first things first. if your not going
to be honest this just wont work right? im super fun when the time
calls for it. im the funnest guy you will ever encounter in life
(no exageration). iam romantic. confident i can make you laugh. i
will take my coat off and put it on a puddle so you can get across.
i will always open doors for you. never walk. ahead of you i will
spoil you with attention always make you smile. the question is is
this you? hopefully i work exercise love the outdoors. love
traveling and going on adventures.love spending time with my
family. love inside jokes. i love making music cooking eating
happy hour. sharing great times. all i can say is im not
superficial not a dueshdag or fake person. im so cool not
conceidit. ive experienced alot in life and appreciate all i have
been through to get me to this point. i feel we must live it up.
time is everything cant waist it doing nothing. well lets get to
know each other explore the possibilities. that would be wonderful.
im an awesome lrycist i make music produce songwrite and grapphix
designer. i love performing rocking shows ive traveled all around
the us performing making moves networking staying strong in my
music. i always say i have a old soul and young heart. iam the life
of the party! im well rounded very balanced im a libra. im very
deep spiritual individual i can predict the future fly eat bullets
and spit them back at ya lol. im the definition of natural beauty
and self expression. iam a freestyle maniac painting pictures with
my body as a breakdancer/ b-boy! and of course i battle on stage
destroying the competition. whats up am i to real? sometimes i feel
so!! well if ya got what it takes to talk to a real man i dare you
to give me a shot! if your a needy immature female miss me with all
that. i like women who have beauty and character. mature and
confident cooks and cleans cuz i do! very great cook was a chef in
my previous occupation. okm well ive said enough let the games
begin.",1000000
"i'm student i work in union square.<br />
i've been in the city for a a little over a year now. i've lived
all around california all of my life la (a loooong time ago) santa
cruz area and now san francisco. i know oregon and texas pretty
well too. i'm super easygoing impossible to offend i make my own
taco shells and i get along well with others. i'm a problem solver
and amateur macguyver.",1000000
"i'm super amazing. my mom says i'm a catch and any lady would be
lucky to have me. i suck at filling out dating profiles.",1000000
"i'm taking an intermediate yoga class right now in the bahamas at a
yoga ashram! i'm here for another 2 weeks but i might stay
fooorreeever :)",1000000
"i'm tall i'm handsome i'm charming i'm sophisticated i'm
secure. in short i'm somebody you can take to meet your mamaor if
we don't' work out your sister.<br />
<br />
one thing i can promise is zero drama.<br />
<br />
some common questions are:<br />
<br />
do you have commitment issues? - definitely not.<br />
do you know how to please?  hrmmmm!<br />
do you like children?  absolutely!<br />
do you like to dance?  i find jesus on the dance floor.<br />
do you cook?  professionally for years.<br />
and clean?  can you say dishpan hands?<br />
<br />
you might be asking yourself if this is truewhy aren't you
married already?'  i am! happily -- for nearly 20 years!<br />
<br />
but pah-lease don't use that four letter word poly' with me. my
wife and i have a modern open thrilling arrangement that
guarantees fun for all.<br />
<br />
i am athletic intellectual and passionate",1000000
"i'm the founder-director of omnicircus production company and the
moth nor rust band.<br />
http://www.omnicircus.com<br />
<br />
listen to my music here-<br />
http://www.reverbnation.com/frankgarvey<br />
<br />
omnicircus creates musico-drama for the 21st century for film and
stage. our performance ensemble moth nor rust features actors
dancers musicians and life-sized performing robots.<br />
<br />
the robotic ensemble of the omnicircus is a surreal red-light
district a troupe of mechanical beggars hookers junkies and
street-preachers who appear in our shows and engage in mysterious
cyborg guerrilla theater on the city streets.<br />
<br />
i am moon sky and pizza pie",1000000
"i'm the poster for the worst kind of urban renewal imposed on
american cities in the sixties and seventies.<br />
<br />
http://wossvo.tumblr.com",1000000
"i'm thick skinned <b>often</b> sarcastic and <b>always</b>
serious. can we play cribbage? i really want to play cribbage right
now. i have amazing focus and concentration. i am also sporadically
crass-- get the fuck over it already.<br />
<br />
i'm a wanderer-- i love to walk through new cities and see new
sights. if you want to show me around a city i'm visiting then
you're my new best friend.<br />
<br />
i drink beer and make shit. i steal slogans from tee shirts. a
street in san francisco is named after me. i'm kinda outdoorsy but
yea i'm super nerdy so i'll never get a tan.<br />
<br />
i secretly enjoy writing disaster recovery and apocalypse survival
guides. i'm obsessed with details. but i'm also pretty good at not
giving a fuck.",1000000
"i'm trying to be like a ray of sunshine; so radioactive i kill
motherfuckers.",1000000
"i'm very easy going and laid back. i recently (september 2011) just
moved out to san francisco from connecticut after graduating from
penn state. i love going out with my friends on the weekends and
enjoy a round of golf every now and then.",1000000
"i'm wading through the molasses of uncertainty on my way to the
organic fruit of knowledge and the grass fed cow of contentment.",1000000
i'm wearing an order of the triad shirt right now.,1000000
"imagine the kind of man you want most. the one you get really
excited about meeting about getting to know laughing and having a
great time as your story together unfolds.<br />
<br />
what are some qualities of this man? is he someone who moves
through the world on his own path? is he ambitious yet pragmatic;
educated tending towards quiet but occasionally loud.<br />
<br />
i'm a single man taller than you healthy with no children yet.
i'm the founder of a growing company and am proud of the good that
has come out of it already. i'll share more if we get to know each
other better.",1000000
"in a nutshell i was born and raised in berkeley. left to go to
school in san diego and then went off to japan for two years (jet)
before heading back to the bay where i currently teach at a middle
school in oakland.",1000000
in a nutshell: http://whatshouldlescallme.tumblr.com/,1000000
"in case you didn't see what it says above: in a relationship.in a
relationship.in a relationship.in a relationship.in a relationship.
i'm here to meet new friends. on the internet. because i like
friends and the internet so why not use the internet to find
friends? nothing can go wrong.<br />
<br />
i am a human female who likes to do things. but not stuff sorry
i'm just not all that into stuff. i've lived in this city my entire
life its pretty cool i guess . anything surrealcreepy or morbid
is likely to strike my fancy. i love going on retarded <a class=
""ilink"" href=""/interests?i=adventures"">adventures</a> and getting
into mischief. i am very playful and like to get excited about
stupid things. i get a kick out of any sort of nerdy thing be it
the <a class=""ilink"" href=""/interests?i=viddya+games"">viddya
games</a> <a class=""ilink"" href=
""/interests?i=internet%0aculture"">internet culture</a> weird
japanese crap films or <a class=""ilink"" href=
""/interests?i=standing+around+feeling%0aawkward"">standing around
feeling awkward</a>. i'm also into <a class=""ilink"" href=
""/interests?i=table+top+rpgs"">table top rpgs</a>. i am a very
friendly person and almost never get angry at people even when i
probably should. i like to dance even though i'm probably not that
good at it.",1000000
"in the sierra nevada there is a blue spruce growing that was
planted on my placenta. i grew up on my grandparents cattle ranch
in oklahoma. i liked to pretend their cows were buffalo and i was
an indian scout. (some little voice inside is screaming ""native
american"" but a bigger voice is calmly saying""you never played
cowboys and native americans."") i would stalk them through the tall
grass and throw sticks (pretending they were arrows) as i ran
passed.<br />
<br />
i attended six high schools in five states.<br />
<br />
i could clean a fish before i could multiply or divide.<br />
<br />
once upon a time i imagined i might be a lounge singer with
cocktail dress baby grand and all.<br />
<br />
i like to sing patsy cline or pat benatar when i karaoke.<br />
<br />
some words that describe me well are bawdy brash sarcastic
adaptable independent artistic pretty loud sharp chubby
mellow friendly stoned low tech low maintenance tattooed
funny and efficient.",1000000
"in words?! you try... id rather meet you and let you see for
yourself! all this summary business is a work in progress... plus
its ridiculous to consciously try to impress women on the internet!
lets just relax please...<br />
<br />
i dont really identify with one kind of human. you just cant place
me im an old soul in these pixelated times. im a strange mix of
content and churning....like im not all i can be yet but i know i
cant die. thats right i said it. all things transient all things
permanent. i am not easily swayed. i know what i want and how to
get it. i need a real woman by my side to balance me out keep me
in check and talk some shit. i like girls that can make fun of me
but still want to hug me for ever. i am a teddy bear really. i have
a mean 1000 yard stare that turns into a smile on a button. i need
my friends to tell me to get out of my head...i get all serious and
shit sometimes but mostly i am laughing at myself and enjoying this
sunshine.",1000000
"independent thoughtful passionate when i want to be but mostly
reserved. i read often sharing my time between science fiction
noir and history. i watch films keenly but often without more
than superficial insight. i seek out new bands and music to
entertain myself going to gigs to see my favorites.<br />
<br />
i live in a co-op with lots of people. it's both challenging and
rewarding. sometimes it makes me want to scream or hide. but it has
been a tremendous growth experience for me. if you are interested
in cooperative living please check out my journal.<br />
<br />
i love to create and sharing that creativity. i write here and
there and love photographing bands in concert as well as tiny
things that occur naturally around sf. i'm writing a science
fiction novel that is lots of fi no actual sci. it's a lot harder
to write than i thought it would be going into it. it's coming
along nicely though<br />
<br />
i drink socially mostly red wine and beer. and i'm responsible
about it.<br />
<br />
i have been to about half of the <a href=""http://hooliator.net/yanks/dumyanks01.html"" rel=""nofollow"" target=""_blank"">us</a>. i've traveled in europe and lived in <a href=""http://hooliator.net/europe/france/paris/paris01.htm"" rel=""nofollow"" target=""_blank"">france</a> a bit but there is so much of the world that i
still want to see.<br />
<br />
i eat mostly healthy foods and i exercise regularly and just went
to my first yoga class. afterwards i said to myself ""that's why
everyone is so crazy about yoga!!"" i felt really good. flow flow
endorphins! &lt;---------this was some time ago. now i have a
regular practice. my body feels better than ever. &lt;----double
entendre.<br />
<br />
i have a garden in my backyard and am trying very hard to find a
way to make use of the native weeds to help my food grow. i am
having some success. if only i could train the gopher...<br />
<br />
i would like a woman in my life who is creative in some way. she is
friendly communicative generally positive maybe a little quirky
and has integrity. she is health concsious but not health
obsessed.<br />
<br />
<strong>to learn more than a little about me:</strong><br />
<br />
<a href=""http://hooliator.net/begin.html"" rel=""nofollow"" target=""_blank"">my travel
blog</a><br />
<br />
<a href=""http://www.flickr.com/photos/beatographer/sets/"" rel=""nofollow"" target=""_blank"">my photography</a><br />
<br />
<a href=""http://thesayings.tumblr.com"" rel=""nofollow"" target=""_blank"">the
sayings</a>",1000000
"it's so difficult to describe who i am because it changes so much.
when i moved to san francisco i was an hot mess trying to figure
out what was going on with me in every aspect.<br />
now nearly six years later i'm no longer a hot mess and a lot
more grown up. however i'm till trying to figure out all the
details and find myself changing all the time.",1000000
"its tough to summarize yourself as a person without writing for
hours and then trying to not to feel like a total ass for writing
about yourself for hours.",1000000
"i've always straddled very different groups of friends and
generally get along with everyone. unless they're mean. mean people
seriously suck. i work in energy efficiency play drums rock
climb bike drink beer/whiskey/coffee manage the pr etc for my
band travel whatever...",1000000
"i've been in san francisco for close to two years and my favorite
thing about it is that i know without fail that every day is going
to be a new adventure. (muni is usually the biggest adventure of
all.) i live for music and love going to shows and music
festivals. movies are my thing. i love trees plants arting
crafting instagramming park hangs watching bad movies on
netflix and rewatching mad men over and over. i want to be a part
of the new revolution but i'm busy so i show my support by
posting youtube videos of it on facebook.",1000000
"i've got champagne taste on a beer budget. i'm a riddle wrapped in
an enigma wrapped in a flour tortilla slathered in tapatio and
microwaved on high for 2 minutes",1000000
"i've lived most of my adult life on the east coast but am thrilled
to be back in california and rediscovering san francisco. a goofy
sense of humor verging on immature makes me happy and keeps me
sane. if you can't laugh at yourself you have a problem.",1000000
"i've recently been told that my whole profile is too long. it
probably is. in that case feel free to just read those highlighted
bits. those are the buzzwords to my brain/soul/dangly bits
anyway.<br />
<br />
i'm a pretty understated person who doesn't get much <a class=
""ilink"" href=""/interests?i=sleep"">sleep</a>. i like blasting tinny
low bitrate indie and bedroom <a class=""ilink"" href=
""/interests?i=radio"">radio</a> stations all night quite a bit but
<a class=""ilink"" href=""/interests?i=peace+and+quiet"">peace and
quiet</a> is even better.<br />
<br />
there was some text here but now it's gone!",1000000
"i've spent my entire life living in california most of it on the
southern end but in the northern as of now. i'm going to uc
berkeley as a biology major. for the time being i'm working as a
server at a restaurant and i love it. i love cats i love dogs i
love running working out and playing volleyball. i love being
introduced to new things and am willing to try almost anything. i'd
like to think i'm pretty easy to get along with and just looking
for some companionship.",1000000
"just a couple of sweet boyz and 1 gurl tryin to make more fun
frenzz. the one and only okcupid soupergroup",1000000
"just another 20 something living in oakland.<br />
i work at a non profit music school keeping the wheels moving as
an admin and i also get to teach guitar.<br />
having graduated a couple years ago i'm back in school taking
computer science classes.<br />
<br />
yep.",1000000
"just back in california after spending 4 years at a college on the
east coast and i'm ready for the sunshine.",1000000
